CodMun,UF,Cod UF,Mun,Pop estimada 2021,Faixa_pop,Regiao,Mpeg02,Mpeg03,Mpeg04,Mpeg05,Mpeg051,Mpeg06
2103000,MA,21,Caxias,166159,6 - 100001 até 500000,2 - Nordeste,Sim,Masculino,51,Branca,Sim,Ensino superior completo
2103109,MA,21,Cedral,10711,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,60,Parda,Não,Ensino médio (2º Grau) completo
2103125,MA,21,Central do Maranhão,8806,2 - 5001 até 10000,2 - Nordeste,Não,Feminino,40,Parda,Não,Ensino médio (2º Grau) completo
2103158,MA,21,Centro do Guilherme,13876,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,64,Parda,Não,Ensino fundamental ( 1º Grau) completo
2103174,MA,21,Centro Novo do Maranhão,22056,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,38,Parda,Não,Ensino fundamental ( 1º Grau) completo
2103208,MA,21,Chapadinha,80705,5 - 50001 até 100000,2 - Nordeste,Não,Feminino,57,Branca,Não,Ensino superior completo
2103257,MA,21,Cidelândia,14855,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,31,Branca,Sim,Ensino superior incompleto
2103307,MA,21,Codó,123368,6 - 100001 até 500000,2 - Nordeste,Não,Masculino,54,Parda,Sim,Ensino superior completo
2103406,MA,21,Coelho Neto,49804,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,32,Branca,Não,Ensino superior incompleto
2103505,MA,21,Colinas,41443,4 - 20001 até 50000,2 - Nordeste,Sim,Feminino,56,Branca,Sim,Ensino superior completo
2103554,MA,21,Conceição do Lago-Açu,16559,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,62,Branca,Não,Ensino fundamental (1º Grau) incompleto
2103604,MA,21,Coroatá,65788,5 - 50001 até 100000,2 - Nordeste,Sim,Masculino,26,Parda,Não,Ensino superior incompleto
2103703,MA,21,Cururupu,32559,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
2103752,MA,21,Davinópolis,12923,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,44,Parda,Não,Ensino médio (2º Grau) completo
2103802,MA,21,Dom Pedro,23393,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,59,Branca,Não,Ensino fundamental (1º Grau) incompleto
2103901,MA,21,Duque Bacelar,11451,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,51,Preta,Não,Ensino superior incompleto
2104008,MA,21,Esperantinópolis,16971,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,58,Branca,Não,Ensino médio (2º Grau) completo
2104057,MA,21,Estreito,43097,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,58,Branca,Não,Ensino superior completo
2104073,MA,21,Feira Nova do Maranhão,8506,2 - 5001 até 10000,2 - Nordeste,Não,Feminino,52,Branca,Sim,Ensino superior completo
2104081,MA,21,Fernando Falcão,10559,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,58,Parda,Não,Ensino superior completo
2104099,MA,21,Formosa da Serra Negra,19425,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,51,Parda,Não,Ensino fundamental ( 1º Grau) completo
2104107,MA,21,Fortaleza dos Nogueiras,12662,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,54,Branca,Não,Ensino médio (2º Grau) completo
2104206,MA,21,Fortuna,17812,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,49,Branca,Não,Ensino superior completo
2104305,MA,21,Godofredo Viana,12104,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,69,Parda,Não,Ensino médio (2º Grau) completo
2104404,MA,21,Gonçalves Dias,17953,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,48,Branca,Não,Ensino superior incompleto
2104503,MA,21,Governador Archer,10931,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,40,Parda,Não,Especialização
2104552,MA,21,Governador Edison Lobão,18740,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,56,Preta,Não,Ensino superior completo
2104602,MA,21,Governador Eugênio Barros,14703,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,61,Parda,Não,Ensino superior incompleto
2104628,MA,21,Governador Luiz Rocha,7878,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,54,Branca,Não,Ensino fundamental (1º Grau) incompleto
2104651,MA,21,Governador Newton Bello,10121,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,41,Parda,Sim,Ensino médio (2º Grau) completo
2104677,MA,21,Governador Nunes Freire,25502,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,60,Parda,Não,Ensino médio (2º Grau) completo
2104701,MA,21,Graça Aranha,6261,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,37,Branca,Não,Ensino superior completo
2104800,MA,21,Grajaú,70692,5 - 50001 até 100000,2 - Nordeste,Sim,Masculino,77,Branca,Não,Ensino superior completo
2104909,MA,21,Guimarães,11966,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,50,Parda,Não,Ensino superior completo
2105005,MA,21,Humberto de Campos,29143,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,39,Parda,Sim,Ensino superior completo
2105104,MA,21,Icatu,27423,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,56,Parda,Sim,Ensino superior completo
2105153,MA,21,Igarapé do Meio,14470,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
2105203,MA,21,Igarapé Grande,11453,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,47,Parda,Não,Ensino fundamental ( 1º Grau) completo
2105302,MA,21,Imperatriz,259980,6 - 100001 até 500000,2 - Nordeste,Sim,Masculino,44,Parda,Sim,Ensino superior completo
2105351,MA,21,Itaipava do Grajaú,16158,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,42,Parda,Não,Ensino médio (2º Grau) completo
2105401,MA,21,Itapecuru Mirim,69233,5 - 50001 até 100000,2 - Nordeste,Não,Masculino,63,Branca,Sim,Especialização
2105427,MA,21,Itinga do Maranhão,26134,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,42,Branca,Não,Ensino superior completo
2105450,MA,21,Jatobá,10464,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,49,Parda,Não,Ensino fundamental ( 1º Grau) completo
2105476,MA,21,Jenipapo dos Vieiras,17123,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,43,Parda,Não,Ensino médio (2º Grau) completo
2105500,MA,21,João Lisboa,23677,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,57,Branca,Não,Ensino superior completo
2105609,MA,21,Joselândia,16228,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,63,Parda,Não,Ensino fundamental ( 1º Grau) completo
2105658,MA,21,Junco do Maranhão,4334,1 - Até 5000,2 - Nordeste,Sim,Masculino,51,Branca,Não,Ensino médio (2º Grau) completo
2105708,MA,21,Lago da Pedra,50959,5 - 50001 até 100000,2 - Nordeste,Não,Feminino,59,Branca,Não,Ensino superior completo
2105807,MA,21,Lago do Junco,10900,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,61,Branca,Não,Ensino superior completo
2105906,MA,21,Lago Verde,16369,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,39,Branca,Não,Ensino superior completo
2105922,MA,21,Lagoa do Mato,11280,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,46,Parda,Não,Ensino superior completo
2105948,MA,21,Lago dos Rodrigues,8841,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,62,Parda,Não,Ensino médio (2º Grau) completo
2105963,MA,21,Lagoa Grande do Maranhão,11534,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,59,Branca,Não,Ensino fundamental ( 1º Grau) completo
2105989,MA,21,Lajeado Novo,7653,2 - 5001 até 10000,2 - Nordeste,Não,Feminino,54,Branca,Sim,Especialização
2106003,MA,21,Lima Campos,11943,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,61,Branca,Sim,Ensino médio (2º Grau) completo
2106102,MA,21,Loreto,12271,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,45,Branca,Não,Ensino superior completo
2106201,MA,21,Luís Domingues,7016,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,44,Parda,Não,Especialização
2106300,MA,21,Magalhães de Almeida,20228,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,65,Parda,Sim,Ensino médio (2º Grau) completo
2106326,MA,21,Maracaçumé,21773,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,46,Parda,Não,Ensino médio (2º Grau) completo
2106359,MA,21,Marajá do Sena,7757,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,47,Parda,Não,Ensino médio (2º Grau) completo
2106375,MA,21,Maranhãozinho,16754,3 - 10001 até 20000,2 - Nordeste,Sim,Feminino,48,Parda,Não,Ensino superior completo
2106409,MA,21,Mata Roma,17122,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,47,Parda,Não,Ensino médio (2º Grau) completo
2106508,MA,21,Matinha,23591,4 - 20001 até 50000,2 - Nordeste,Sim,Feminino,44,Parda,Não,Especialização
2106607,MA,21,Matões,34099,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,69,Parda,Não,Ensino médio (2º Grau) completo
2106631,MA,21,Matões do Norte,17316,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,63,Parda,Não,Ensino superior completo
2106672,MA,21,Milagres do Maranhão,8502,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,53,Parda,Não,Ensino médio (2º Grau) completo
2106706,MA,21,Mirador,21045,4 - 20001 até 50000,2 - Nordeste,Não,Feminino,47,Parda,Não,Especialização
2106755,MA,21,Miranda do Norte,29121,4 - 20001 até 50000,2 - Nordeste,Não,Feminino,68,Branca,Não,Ensino médio (2º Grau) completo
2106805,MA,21,Mirinzal,15059,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,63,Branca,Não,Ensino superior completo
2106904,MA,21,Monção,33888,4 - 20001 até 50000,2 - Nordeste,Sim,Feminino,46,Branca,Não,Ensino médio (2º Grau) completo
2107001,MA,21,Montes Altos,9064,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,53,Branca,Não,Ensino fundamental (1º Grau) incompleto
2107100,MA,21,Morros,19708,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,49,Parda,Sim,Ensino superior completo
2107209,MA,21,Nina Rodrigues,14826,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,41,Branca,Não,Ensino superior completo
2107258,MA,21,Nova Colinas,5469,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,56,Parda,Sim,Ensino superior completo
2107308,MA,21,Nova Iorque,4682,1 - Até 5000,2 - Nordeste,Não,Masculino,38,Branca,Não,Ensino superior incompleto
2107357,MA,21,Nova Olinda do Maranhão,21228,4 - 20001 até 50000,2 - Nordeste,Sim,Feminino,69,Branca,Não,Ensino médio (2º Grau) completo
2107407,MA,21,Olho dÁgua das Cunhãs,19616,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,35,Parda,Sim,Ensino superior completo
2107456,MA,21,Olinda Nova do Maranhão,14968,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,67,Branca,Não,Ensino superior completo
2107506,MA,21,Paço do Lumiar,125265,6 - 100001 até 500000,2 - Nordeste,Sim,Feminino,55,Parda,Sim,Ensino superior incompleto
2107605,MA,21,Palmeirândia,19840,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,39,Parda,Não,Ensino superior completo
2107704,MA,21,Paraibano,21571,4 - 20001 até 50000,2 - Nordeste,Não,Feminino,47,Parda,Não,Ensino superior completo
2107803,MA,21,Parnarama,35108,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,70,Branca,Não,Ensino médio (2º Grau) completo
2107902,MA,21,Passagem Franca,19253,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,41,Parda,Não,Ensino superior completo
2108009,MA,21,Pastos Bons,19693,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,52,Branca,Não,Ensino superior completo
2108058,MA,21,Paulino Neves,16295,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,47,Parda,Não,Ensino superior completo
2108108,MA,21,Paulo Ramos,21092,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,49,Parda,Não,Ensino superior completo
2108207,MA,21,Pedreiras,39153,4 - 20001 até 50000,2 - Nordeste,Não,Feminino,35,Parda,Não,Ensino superior completo
2108256,MA,21,Pedro do Rosário,25560,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,41,Parda,Sim,Ensino médio (2º Grau) completo
2108306,MA,21,Penalva,38987,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,36,Branca,Sim,Ensino superior completo
2108405,MA,21,Peri Mirim,14371,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,54,Preta,Não,Ensino médio (2º Grau) completo
2108454,MA,21,Peritoró,23530,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,40,Parda,Sim,Ensino superior completo
2108504,MA,21,Pindaré-Mirim,33186,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,53,Branca,Não,Especialização
2108603,MA,21,Pinheiro,84160,5 - 50001 até 100000,2 - Nordeste,Sim,Masculino,40,Parda,Não,Ensino superior completo
2108702,MA,21,Pio XII,21274,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,43,Parda,Não,Ensino fundamental ( 1º Grau) completo
2108801,MA,21,Pirapemas,18814,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,51,Parda,Não,Ensino superior completo
2108900,MA,21,Poção de Pedras,17321,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,40,Parda,Sim,Ensino superior completo
2109007,MA,21,Porto Franco,24294,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,58,Branca,Não,Ensino superior completo
2109056,MA,21,Porto Rico do Maranhão,5936,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,40,Parda,Não,Ensino superior incompleto
2109106,MA,21,Presidente Dutra,48264,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,65,Parda,Não,Ensino fundamental (1º Grau) incompleto
2109205,MA,21,Presidente Juscelino,12939,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,37,Preta,Sim,Ensino superior completo
2109239,MA,21,Presidente Médici,7124,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,37,Preta,Sim,Doutorado
2109270,MA,21,Presidente Sarney,19217,3 - 10001 até 20000,2 - Nordeste,Sim,Feminino,44,Parda,Não,Ensino superior completo
2109304,MA,21,Presidente Vargas,11328,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,40,Branca,Não,Especialização
2109403,MA,21,Primeira Cruz,15545,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,46,Branca,Sim,Ensino médio (2º Grau) completo
2109452,MA,21,Raposa,31586,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,52,Branca,Não,Ensino superior completo
2109502,MA,21,Riachão,20288,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,27,Branca,Não,Ensino superior completo
2109551,MA,21,Ribamar Fiquene,7859,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,56,Branca,Não,Ensino médio (2º Grau) completo
2109601,MA,21,Rosário,43243,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,37,Parda,Sim,Ensino superior completo
2109700,MA,21,Sambaíba,5686,2 - 5001 até 10000,2 - Nordeste,Não,Feminino,59,Branca,Não,Ensino superior completo
2109759,MA,21,Santa Filomena do Maranhão,7878,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,67,Branca,Sim,Ensino fundamental (1º Grau) incompleto
2109809,MA,21,Santa Helena,42829,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,56,Branca,Não,Ensino superior completo
2109908,MA,21,Santa Inês,89927,5 - 50001 até 100000,2 - Nordeste,Não,Masculino,27,Parda,Não,Ensino superior completo
2110005,MA,21,Santa Luzia,73105,5 - 50001 até 100000,2 - Nordeste,Sim,Feminino,41,Branca,Não,Ensino superior completo
2110039,MA,21,Santa Luzia do Paruá,25487,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,48,Branca,Não,Ensino médio (2º Grau) completo
2110104,MA,21,Santa Quitéria do Maranhão,25884,4 - 20001 até 50000,2 - Nordeste,Não,Feminino,46,Branca,Não,Ensino superior completo
2110203,MA,21,Santa Rita,38732,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,56,Branca,Não,Ensino superior completo
2110237,MA,21,Santana do Maranhão,13704,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,43,Parda,Não,Ensino médio (2º Grau) completo
2110278,MA,21,Santo Amaro do Maranhão,16219,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,40,Parda,Sim,Ensino superior incompleto
2110302,MA,21,Santo Antônio dos Lopes,14516,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,36,Parda,Sim,Ensino médio (2º Grau) completo
2110401,MA,21,São Benedito do Rio Preto,18769,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,38,Parda,Não,Ensino superior completo
2110500,MA,21,São Bento,45989,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,59,Branca,Não,Ensino superior completo
2110609,MA,21,São Bernardo,28825,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,34,Parda,Não,Ensino superior completo
2110658,MA,21,São Domingos do Azeitão,7448,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,54,Branca,Não,Ensino médio (2º Grau) completo
2110708,MA,21,São Domingos do Maranhão,34391,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,58,Branca,Não,Ensino superior incompleto
2110807,MA,21,São Félix de Balsas,4540,1 - Até 5000,2 - Nordeste,Sim,Masculino,41,Parda,Não,Ensino médio (2º Grau) completo
2110856,MA,21,São Francisco do Brejão,12082,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,43,Branca,Sim,Ensino médio (2º Grau) completo
2110906,MA,21,São Francisco do Maranhão,12226,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,34,Parda,Não,Ensino superior completo
2111003,MA,21,São João Batista,20736,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,48,Parda,Não,Ensino médio (2º Grau) completo
2111029,MA,21,São João do Carú,15768,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,26,Preta,Não,Ensino médio (2º Grau) completo
2111052,MA,21,São João do Paraíso,11207,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,56,Branca,Não,Ensino médio (2º Grau) completo
2111078,MA,21,São João do Soter,18746,3 - 10001 até 20000,2 - Nordeste,Sim,Feminino,41,Branca,Não,Ensino superior completo
2111102,MA,21,São João dos Patos,26063,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,45,Branca,Não,Especialização
2111201,MA,21,São José de Ribamar,180345,6 - 100001 até 500000,2 - Nordeste,Não,Masculino,69,Parda,Não,Especialização
2111250,MA,21,São José dos Basílios,7639,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,48,Parda,Sim,Especialização
2111300,MA,21,São Luís,1115932,7 - Maior que 500000,2 - Nordeste,Não,Masculino,45,Branca,Sim,Ensino superior completo
2111409,MA,21,São Luís Gonzaga do Maranhão,18600,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,53,Branca,Não,Ensino superior completo
2111508,MA,21,São Mateus do Maranhão,41750,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,33,Branca,Sim,Ensino superior completo
2111532,MA,21,São Pedro da Água Branca,12779,3 - 10001 até 20000,2 - Nordeste,Sim,Feminino,59,Parda,Não,Ensino médio (2º Grau) completo
2111573,MA,21,São Pedro dos Crentes,4700,1 - Até 5000,2 - Nordeste,Sim,Masculino,43,Parda,Não,Ensino superior completo
2111607,MA,21,São Raimundo das Mangabeiras,19090,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,45,Branca,Não,Ensino superior completo
2111631,MA,21,São Raimundo do Doca Bezerra,5028,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,45,Branca,Não,Ensino médio (2º Grau) completo
2111672,MA,21,São Roberto,6856,2 - 5001 até 10000,2 - Nordeste,Não,Feminino,43,Branca,Não,Ensino médio (2º Grau) completo
2111706,MA,21,São Vicente Ferrer,22452,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,32,Parda,Sim,Ensino superior completo
2111722,MA,21,Satubinha,14274,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,59,Parda,Não,Ensino médio (2º Grau) completo
2111748,MA,21,Senador Alexandre Costa,11285,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,43,Branca,Não,Especialização
2111763,MA,21,Senador La Rocque,13981,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,41,Parda,Não,Ensino superior completo
2111789,MA,21,Serrano do Maranhão,10343,3 - 10001 até 20000,2 - Nordeste,Não,Feminino,46,Branca,Não,Ensino médio (2º Grau) completo
2111805,MA,21,Sítio Novo,18237,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,49,Parda,Não,Ensino médio (2º Grau) completo
2111904,MA,21,Sucupira do Norte,10631,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,47,Parda,Não,Ensino fundamental ( 1º Grau) completo
2111953,MA,21,Sucupira do Riachão,5692,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,42,Parda,Não,Ensino superior completo
2112001,MA,21,Tasso Fragoso,8642,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,47,Branca,Não,Ensino superior completo
2112100,MA,21,Timbiras,29241,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,59,Branca,Não,Especialização
2112209,MA,21,Timon,171317,6 - 100001 até 500000,2 - Nordeste,Não,Feminino,49,Parda,Não,Especialização
2112233,MA,21,Trizidela do Vale,22223,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,35,Parda,Sim,Especialização
2112274,MA,21,Tufilândia,5868,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,51,Branca,Não,Ensino fundamental (1º Grau) incompleto
2112308,MA,21,Tuntum,42242,4 - 20001 até 50000,2 - Nordeste,Sim,Masculino,30,Branca,Não,Ensino médio (2º Grau) completo
2112407,MA,21,Turiaçu,35811,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,63,Parda,Sim,Ensino médio (2º Grau) completo
2112456,MA,21,Turilândia,26112,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,34,Branca,Não,Ensino superior incompleto
2112506,MA,21,Tutóia,59927,5 - 50001 até 100000,2 - Nordeste,Não,Masculino,65,Parda,Não,Ensino médio (2º Grau) completo
2112605,MA,21,Urbano Santos,33791,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,43,Parda,Não,Especialização
2112704,MA,21,Vargem Grande,57813,5 - 50001 até 100000,2 - Nordeste,Sim,Masculino,57,Parda,Não,Ensino médio (2º Grau) incompleto
2112803,MA,21,Viana,52852,5 - 50001 até 100000,2 - Nordeste,Não,Masculino,62,Parda,Não,Ensino superior completo
2112852,MA,21,Vila Nova dos Martírios,13800,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,61,Parda,Sim,Ensino superior incompleto
2112902,MA,21,Vitória do Mearim,32956,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,54,Branca,Sim,Ensino médio (2º Grau) completo
2113009,MA,21,Vitorino Freire,31520,4 - 20001 até 50000,2 - Nordeste,Sim,Feminino,33,Branca,Sim,Especialização
2114007,MA,21,Zé Doca,52190,5 - 50001 até 100000,2 - Nordeste,Sim,Feminino,52,Parda,Não,Ensino superior incompleto
2200053,PI,22,Acauã,7119,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,41,Branca,Não,Ensino superior completo
2200103,PI,22,Agricolândia,5123,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,31,Branca,Não,Ensino superior incompleto
2200202,PI,22,Água Branca,17525,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,41,Parda,Não,Ensino superior completo
2200251,PI,22,Alagoinha do Piauí,7678,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,52,Branca,Não,Ensino superior completo
2200277,PI,22,Alegrete do Piauí,4921,1 - Até 5000,2 - Nordeste,Não,Feminino,55,Parda,Sim,Especialização
2200301,PI,22,Alto Longá,14371,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,55,Parda,Não,Ensino médio (2º Grau) completo
2200400,PI,22,Altos,40681,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,44,Parda,Não,Ensino superior incompleto
2200459,PI,22,Alvorada do Gurguéia,5469,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,40,Branca,Não,Ensino superior completo
2200509,PI,22,Amarante,17609,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,36,Branca,Não,Ensino superior completo
2200608,PI,22,Angical do Piauí,6779,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,35,Parda,Não,Ensino superior completo
2200707,PI,22,Anísio de Abreu,9994,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,54,Branca,Sim,Ensino médio (2º Grau) completo
2200806,PI,22,Antônio Almeida,3175,1 - Até 5000,2 - Nordeste,Não,Masculino,64,Branca,Não,Ensino superior completo
2200905,PI,22,Aroazes,5819,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,23,Branca,Não,Ensino superior completo
2200954,PI,22,Aroeiras do Itaim,2551,1 - Até 5000,2 - Nordeste,Não,Masculino,51,Parda,Não,Ensino médio (2º Grau) incompleto
2201002,PI,22,Arraial,4713,1 - Até 5000,2 - Nordeste,Não,Masculino,37,Parda,Não,Mestrado
2201051,PI,22,Assunção do Piauí,7879,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,66,Branca,Não,Ensino fundamental ( 1º Grau) completo
2201101,PI,22,Avelino Lopes,11361,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,34,Branca,Não,Ensino superior completo
2201150,PI,22,Baixa Grande do Ribeiro,11751,3 - 10001 até 20000,2 - Nordeste,Não,Masculino,65,Preta,Sim,Ensino superior completo
2201176,PI,22,Barra DAlcântara,3953,1 - Até 5000,2 - Nordeste,Não,Masculino,51,Parda,Sim,Ensino médio (2º Grau) incompleto
2201200,PI,22,Barras,47298,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,54,Parda,Sim,Ensino médio (2º Grau) incompleto
2201309,PI,22,Barreiras do Piauí,3356,1 - Até 5000,2 - Nordeste,Não,Masculino,40,Branca,Não,Ensino superior completo
2201408,PI,22,Barro Duro,7022,2 - 5001 até 10000,2 - Nordeste,Não,Masculino,84,Parda,Não,Especialização
2201507,PI,22,Batalha,26951,4 - 20001 até 50000,2 - Nordeste,Não,Masculino,55,Parda,Sim,Ensino médio (2º Grau) completo
2201556,PI,22,Bela Vista do Piauí,4044,1 - Até 5000,2 - Nordeste,Não,Masculino,48,Branca,Não,Ensino médio (2º Grau) completo
2201572,PI,22,Belém do Piauí,3607,1 - Até 5000,2 - Nordeste,Sim,Masculino,49,Parda,Não,Ensino médio (2º Grau) completo
2201606,PI,22,Beneditinos,10479,3 - 10001 até 20000,2 - Nordeste,Sim,Masculino,33,Parda,Não,Especialização
2201705,PI,22,Bertolínia,5512,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,52,Parda,Não,Ensino superior completo
2201739,PI,22,Betânia do Piauí,6214,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,38,Parda,Sim,Ensino superior completo
2201770,PI,22,Boa Hora,6848,2 - 5001 até 10000,2 - Nordeste,Sim,Masculino,49,Parda,Não,Ensino fundamental ( 1º Grau) completo
2201804,PI,22,Bocaina,4509,1 - Até 5000,2 - Nordeste,Sim,Masculino,36,Branca,Não,Especialização
